Match Name,teamA_name,teamB_name,year,teamA_won,predicted,probability_teamA,correct,teamA_kills,teamB_kills,teamA_acs,teamB_acs,teamA_rating,teamB_rating,teamA_kd,teamB_kd,diff_kills,diff_acs,diff_kd,resultado_real,resultado_predicho,prediccion_correcta,confianza
v0rteX 5 vs TUBEPLE Gaming,TUBEPLE Gaming,v0rteX 5,2021,1,1,0.9739252880416758,1,234.0,191.0,227.2,192.8,,,1.225130890052356,0.8162393162393162,43.0,34.39999999999998,0.40889157381303987,Team A ganó,Team A ganó,Correcta,0.9478505760833515
New Haven vs TinyTurtles,New Haven,TinyTurtles,2021,0,0,0.00011499645327155388,1,108.0,158.0,178.2,236.8,0.738,1.226,0.6835443037974683,1.462962962962963,-50.0,-58.60000000000002,-0.7794186591654947,Team B ganó,Team B ganó,Correcta,0.9997700070934569
Crypto Esports vs deathwish,Crypto Esports,deathwish,2021,1,1,0.7617112620867789,1,236.0,226.0,208.8,206.0,0.986,0.976,1.0442477876106195,0.9576271186440678,10.0,2.8000000000000114,0.08662066896655174,Team A ganó,Team A ganó,Correcta,0.5234225241735577
Susheria Katojin vs INGAMING Esports,INGAMING Esports,Susheria Katojin,2021,1,1,0.9998253338767145,1,157.0,107.0,227.0,168.2,1.262,0.722,1.4672897196261683,0.6815286624203821,50.0,58.80000000000001,0.7857610572057862,Team A ganó,Team A ganó,Correcta,0.9996506677534289
Can't Be Touched vs Finest,Can't Be Touched,Finest,2021,0,0,0.00037151823846328497,1,106.0,145.0,176.8,217.0,0.8019999999999999,1.174,0.726027397260274,1.3679245283018868,-39.0,-40.19999999999999,-0.6418971310416128,Team B ganó,Team B ganó,Correcta,0.9992569635230735
Team Heretics vs Guild Esports,Guild Esports,Team Heretics,2021,0,0,0.018188146411810425,1,141.0,171.0,203.6,221.4,,,0.8245614035087719,1.2127659574468086,-30.0,-17.80000000000001,-0.38820455393803666,Team B ganó,Team B ganó,Correcta,0.9636237071763791
47 Gaming vs Made in Thailand,47 Gaming,Made in Thailand,2022,0,0,0.04009453619019524,1,129.0,151.0,185.8,211.0,0.8939999999999999,1.096,0.8486842105263158,1.1705426356589148,-22.0,-25.19999999999999,-0.321858425132599,Team B ganó,Team B ganó,Correcta,0.9198109276196095
Immortals vs XSET,Immortals,XSET,2021,1,1,0.742609321430221,1,277.0,256.0,211.6,195.0,,,1.08203125,0.924187725631769,21.0,16.599999999999994,0.15784352436823101,Team A ganó,Team A ganó,Correcta,0.4852186428604419
No Brimstone vs Z11,No Brimstone,Z11,2022,1,1,0.9868731206261766,1,151.0,125.0,222.4,184.6,1.1620000000000001,0.836,1.208,0.8278145695364238,26.0,37.80000000000001,0.3801854304635761,Team A ganó,Team A ganó,Correcta,0.9737462412523532
Physical vs RYU Gaming,Physical,RYU Gaming,2021,1,1,0.7764980094390384,1,226.0,209.0,216.8,199.2,,,1.0813397129186604,0.920704845814978,17.0,17.600000000000023,0.16063486710368235,Team A ganó,Team A ganó,Correcta,0.5529960188780767
G2 Esports vs Grow uP eSports,G2 Esports,Grow uP eSports,2021,1,1,0.9999998910295719,1,149.0,72.0,250.8,142.2,1.41,0.5359999999999999,2.0694444444444446,0.48322147651006714,77.0,108.60000000000002,1.5862229679343776,Team A ganó,Team A ganó,Correcta,0.9999997820591437
La7zag Esports vs Psycho Family,La7zag Esports,Psycho Family,2021,1,1,0.9872445812458946,1,184.0,154.0,223.8,200.6,1.144,0.8379999999999999,1.1948051948051948,0.8369565217391305,30.0,23.200000000000017,0.35784867306606427,Team A ganó,Team A ganó,Correcta,0.9744891624917893
VOX One vs Nexplay Evos,Nexplay Evos,VOX One,2022,1,1,0.9993377016519918,1,66.0,48.0,225.8,179.4,1.236,0.764,1.375,0.7272727272727273,18.0,46.400000000000006,0.6477272727272727,Team A ganó,Team A ganó,Correcta,0.9986754033039835
Team Credit vs DFR,DFR,Team Credit,2021,1,1,0.9990864258576346,1,139.0,101.0,240.6,182.6,1.25,0.7060000000000001,1.3762376237623761,0.7266187050359713,38.0,58.0,0.6496189187264049,Team A ganó,Team A ganó,Correcta,0.9981728517152693
Fraggerz vs Digger Esports,Digger Esports,Fraggerz,2021,0,0,0.0012929103586158982,1,113.0,153.0,198.6,231.2,0.85,1.114,0.738562091503268,1.3539823008849559,-40.0,-32.599999999999994,-0.6154202093816878,Team B ganó,Team B ganó,Correcta,0.9974141792827682
Archons vs Aqua,Aqua,Archons,2021,0,0,8.830024631568408e-07,1,95.0,162.0,163.6,241.4,0.6599999999999999,1.308,0.5864197530864198,1.7052631578947368,-67.0,-77.80000000000001,-1.1188434048083171,Team B ganó,Team B ganó,Correcta,0.9999982339950737
Run it Down vs LionHeart,LionHeart,Run it Down,2022,0,0,2.574802028618365e-06,1,92.0,151.0,155.4,241.4,0.622,1.3679999999999999,0.609271523178808,1.641304347826087,-59.0,-86.0,-1.032032824647279,Team B ganó,Team B ganó,Correcta,0.9999948503959427
Exceeli Esports vs Regal E-Sports,Exceeli Esports,Regal E-Sports,2021,1,1,0.999205832007452,1,245.0,170.0,234.2,171.4,1.2280000000000002,0.736,1.4411764705882353,0.6938775510204082,75.0,62.79999999999998,0.7472989195678271,Team A ganó,Team A ganó,Correcta,0.9984116640149041
Ignite vs Team Asteria,Ignite,Team Asteria,2021,1,1,0.9991761230165553,1,145.0,95.0,246.8,169.2,,,1.5263157894736843,0.6551724137931034,50.0,77.60000000000002,0.8711433756805809,Team A ganó,Team A ganó,Correcta,0.9983522460331107
Luminosity vs Windstorm,Luminosity,Windstorm,2021,1,1,0.9999862861216077,1,155.0,96.0,230.0,163.8,1.358,0.642,1.6145833333333333,0.6193548387096774,59.0,66.19999999999999,0.9952284946236558,Team A ganó,Team A ganó,Correcta,0.9999725722432153
DAMWON Gaming vs RYU Gaming,DAMWON Gaming,RYU Gaming,2021,1,1,0.9995178463581674,1,157.0,110.0,237.4,170.4,1.262,0.678,1.4272727272727272,0.6962025316455697,47.0,67.0,0.7310701956271576,Team A ganó,Team A ganó,Correcta,0.9990356927163349
Top Gear vs SCYTES,SCYTES,Top Gear,2021,1,1,0.999876022086412,1,156.0,106.0,225.2,172.4,1.266,0.746,1.471698113207547,0.6794871794871795,50.0,52.79999999999998,0.7922109337203675,Team A ganó,Team A ganó,Correcta,0.999752044172824
eSuba vs Tarren Mill,Tarren Mill,eSuba,2021,1,1,0.8923706589727327,1,263.0,233.0,213.8,194.0,,,1.128755364806867,0.8859315589353612,30.0,19.80000000000001,0.24282380587150565,Team A ganó,Team A ganó,Correcta,0.7847413179454654
Squad5 vs Jaguares Esports,Jaguares Esports,Squad5,2021,0,0,4.434632396970895e-06,1,90.0,152.0,161.2,237.2,,,0.5921052631578947,1.6888888888888889,-62.0,-76.0,-1.0967836257309942,Team B ganó,Team B ganó,Correcta,0.9999911307352061
XSET vs RIFLE CRUTCHERS,RIFLE CRUTCHERS,XSET,2021,0,0,2.4331590964490342e-08,1,73.0,136.0,158.2,252.6,0.542,1.444,0.5367647058823529,1.8630136986301369,-63.0,-94.4,-1.326248992747784,Team B ganó,Team B ganó,Correcta,0.9999999513368181
Typhoon vs DKS Esports,DKS Esports,Typhoon,2021,0,0,0.012302558929871216,1,122.0,157.0,182.6,235.0,,,0.7721518987341772,1.2868852459016393,-35.0,-52.400000000000006,-0.5147333471674621,Team B ganó,Team B ganó,Correcta,0.9753948821402576
DeoVolente vs JustLose,DeoVolente,JustLose,2022,0,0,0.026273515311848062,1,191.0,228.0,193.0,217.4,0.93,1.0859999999999999,0.834061135371179,1.193717277486911,-37.0,-24.400000000000006,-0.35965614211573194,Team B ganó,Team B ganó,Correcta,0.9474529693763039
Skull Cracker vs Border Monsters,Border Monsters,Skull Cracker,2021,1,1,0.9998443125871301,1,149.0,101.0,225.8,174.4,1.244,0.764,1.4752475247524752,0.6778523489932886,48.0,51.400000000000006,0.7973951757591866,Team A ganó,Team A ganó,Correcta,0.9996886251742603
Atlantis vs Venom Cloud 7,Atlantis,Venom Cloud 7,2022,1,1,0.9979816399459169,1,150.0,113.0,229.2,181.6,1.2120000000000002,0.764,1.3274336283185841,0.7533333333333333,37.0,47.599999999999994,0.5741002949852508,Team A ganó,Team A ganó,Correcta,0.9959632798918339
DetonatioN FocusMe vs REIGNITE,DetonatioN FocusMe,REIGNITE,2022,0,0,0.004450878941938041,1,123.0,151.0,187.6,228.4,0.8379999999999999,1.202,0.8145695364238411,1.2276422764227641,-28.0,-40.80000000000001,-0.413072739998923,Team B ganó,Team B ganó,Correcta,0.991098242116124
MOUSE5 vs Acid Gaming - Never Refraq,Acid Gaming - Never Refraq,MOUSE5,2021,0,0,0.010881749868394743,1,137.0,172.0,187.6,224.0,,,0.7965116279069767,1.2554744525547445,-35.0,-36.400000000000006,-0.45896282464776783,Team B ganó,Team B ganó,Correcta,0.9782365002632105
HOMELESS vs Team 7AM,HOMELESS,Team 7AM,2021,1,1,0.8974024387950243,1,177.0,163.0,212.0,202.6,1.058,0.9259999999999999,1.0858895705521472,0.9209039548022598,14.0,9.400000000000006,0.16498561574988735,Team A ganó,Team A ganó,Correcta,0.7948048775900487
NRG Esports vs VZN,NRG Esports,VZN,2021,1,1,0.9754407708450633,1,179.0,140.0,231.2,187.8,,,1.2785714285714285,0.7821229050279329,39.0,43.39999999999998,0.49644852354349556,Team A ganó,Team A ganó,Correcta,0.9508815416901266
Team Majesty vs FORFUN,FORFUN,Team Majesty,2021,0,0,1.925170326998755e-06,1,98.0,161.0,167.6,238.6,0.634,1.31,0.6086956521739131,1.6428571428571428,-63.0,-71.0,-1.0341614906832297,Team B ganó,Team B ganó,Correcta,0.999996149659346
Unity Esports vs Orgless5,Orgless5,Unity Esports,2021,0,0,0.16228702280028157,1,233.0,249.0,203.6,209.6,0.9,1.044,0.932,1.0686695278969958,-16.0,-6.0,-0.1366695278969957,Team B ganó,Team B ganó,Correcta,0.6754259543994369
Overwatch vs Eliza,Eliza,Overwatch,2021,1,1,0.8466958541785933,1,244.0,215.0,219.4,188.2,,,1.1348837209302325,0.8811475409836066,29.0,31.200000000000017,0.2537361799466259,Team A ganó,Team A ganó,Correcta,0.6933917083571866
Team Wyvern vs Rapid Ninjas,Rapid Ninjas,Team Wyvern,2022,1,1,0.9999339759496488,1,147.0,96.0,234.4,170.6,1.326,0.704,1.53125,0.6530612244897959,51.0,63.80000000000001,0.8781887755102041,Team A ganó,Team A ganó,Correcta,0.9998679518992977
9z Team vs Optix,9z Team,Optix,2021,1,1,0.9996119180032919,1,173.0,122.0,226.6,177.0,1.206,0.7775,1.4180327868852458,0.7052023121387283,51.0,49.599999999999994,0.7128304747465175,Team A ganó,Team A ganó,Correcta,0.9992238360065837
PUGSTARS vs Time In,PUGSTARS,Time In,2021,0,1,0.6608279064142297,0,269.0,256.0,198.2,190.6,0.9800000000000001,0.9719999999999999,1.046692607003891,0.9516728624535316,13.0,7.599999999999994,0.09501974455035955,Team B ganó,Team A ganó,Incorrecta,0.32165581282845945
Australs vs Pana.Rabbit,Australs,Pana.Rabbit,2021,1,1,0.9998497989133672,1,155.0,101.0,233.4,159.8,1.316,0.654,1.5346534653465347,0.6516129032258065,54.0,73.6,0.8830405621207282,Team A ganó,Team A ganó,Correcta,0.9996995978267345
NRG Esports vs BLAHAJ,BLAHAJ,NRG Esports,2021,0,0,0.00023690619111389424,1,96.0,142.0,178.4,229.4,,,0.676056338028169,1.4791666666666667,-46.0,-51.0,-0.8031103286384977,Team B ganó,Team B ganó,Correcta,0.9995261876177722
Without Org vs SG e-Sports,SG e-Sports,Without Org,2022,1,1,0.9983711692083633,1,167.0,120.0,235.8,177.6,1.226,0.748,1.3916666666666666,0.718562874251497,47.0,58.20000000000002,0.6731037924151696,Team A ganó,Team A ganó,Correcta,0.9967423384167267
who cars? vs Ovation eSports,Ovation eSports,who cars?,2022,0,1,0.9062089098441456,0,239.0,212.0,216.0,197.0,1.062,0.942,1.1273584905660377,0.8870292887029289,27.0,19.0,0.2403292018631088,Team B ganó,Team A ganó,Incorrecta,0.8124178196882912
VIRTUOSO vs dart monkeys,VIRTUOSO,dart monkeys,2022,1,1,0.9999963931347419,1,145.0,85.0,249.4,160.4,1.4,0.5740000000000001,1.7058823529411764,0.5862068965517241,60.0,89.0,1.1196754563894524,Team A ganó,Team A ganó,Correcta,0.9999927862694837
YFP Gaming vs Recon 5,Recon 5,YFP Gaming,2021,0,0,0.2180205694951728,1,230.0,245.0,198.2,214.0,0.93,1.022,0.9387755102040817,1.065217391304348,-15.0,-15.800000000000011,-0.12644188110026622,Team B ganó,Team B ganó,Correcta,0.5639588610096544
ESportsConnected vs Amollang,Amollang,ESportsConnected,2022,0,0,4.530204423631027e-05,1,110.0,164.0,154.0,223.4,0.716,1.302,0.6707317073170732,1.490909090909091,-54.0,-69.4,-0.8201773835920178,Team B ganó,Team B ganó,Correcta,0.9999093959115274
